COMMENT_ID,DATE,CONTENT,CLASS
z12zujgautikhxpn122mixwjkwavuldmd,50:04.0,Oh my god go to 1 billion of replay i love shakira﻿,0
z13xc5v4hkbfdvgpb04ccz0zkrujib4a23c,34:43.6,JUST DANCE 3 😂😂😂﻿,0
z12eilv44ynefj2ys04cj5vhynakxbnwrdk,33:12.2,Really good song .<br />you know love song song.﻿,0
z121gzyrrsm4jlvid04cjj0zzpyxwv3qocc,19:15.0,Who else would give Katy perry a good old mighty roar? ;)﻿,0
z12ourggdn2gzzqoz04cgfno3un3ufjr0h0,15:16.8,"Check out Melbourne shuffle, everybody!﻿",1
z134xrxhguygyj12f22wuvej0pnnz5wap04,28:17.6,Subscribe to my channel !﻿,1
z12dixvi2qepuhb4o04chpd5exjdx3oqdic,38:11.0,just came here to check the views :P﻿,0
LZQPQhLyRh_C2cTtd9MvFRJedxydaVW-2sNg5Diuo4A,37:15.0,"Hey guys check out my new channel and our first vid THIS IS US THE  MONKEYS!!! I'm the monkey in the white shirt,please leave a like comment  and please subscribe!!!!",1
_2viQ_Qnc6_ahzf6NP9Anh6ef2byWNEcrFHd9swO25s,20:55.5,This makes me miss the world cup,0
z12sulyo4qmyjvjvm23tznvzfnboetfuj,56:19.8,"I fuckin love this song!<br /><br /><br />After, I&#39;m sexy and I know it ﻿",0
z13khxlwczzei1ymm22pv5bphlmuzrzac04,33:31.4,Check out this video on YouTube:﻿,1
z12yyvhiywmvj305f04chz3hpyfpebypv5o,02:04.4,Party in da 🏠 tonight 👐👐👐👐👐👐﻿,0
z13rdxlhnrukflfe3225hbpxxneuhjrr104,53:24.9,🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />NOW THAT I HAVE YOUR ATTENTION!!! 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨SUBSCRIBE TO MY CHANNEL!!!<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />GRACIAS!💋<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨﻿,1
z12cehoxozfgg3nok04cjj05xznbgrlpfjo,29:52.0,im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.﻿,1
z12rgllzmwnfuba4h04ch3njgy2fg3ryerg0k,20:59.0,Im just to check how much views it has﻿,0
_2viQ_Qnc699u36gNm3NRoq1quIaJWRNrftGEEZM3J4,43:52.1,"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) ",1
z12aczabeuzvhb0bg04cg35o2li0whbglss0k,07:55.7,Dang Dat little kid gat moves﻿,0
z13xebq4mlyqdda4w04chlsyirr2i54pkjg,32:58.0,"What the hell this song is already five years old?? I remember when it first came out, this was my jam﻿",0
z12zu5v4qlruc11zc04cg5rrnzjehpzwv3g,39:36.0,Can you check my videos please? Don't hate me :( Give me one oportunity﻿,1
z13lhxc4yoidt5hdn23jydg5nkuehblxs04,29:41.5,My friend Sam loves this song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿,0
z13ly1xqgu2isv5vg23cdl5g3tuyu11gy04,07:26.2,Check out this video on YouTube:﻿,1
z12mfnjahrvcgjh4004cdf3buuzshjsrzhw,36:38.0,PSY is a good guy﻿,0
z130zp15xof5db0x204cfv55awj1wl3aipc0k,58:09.0,Wow 23 min ago﻿,0
z12gsna4hquwjhkfd22udv3gtmjtjr5ta,54:24.2,Wow...5 years<br />﻿,0
z13tv3oqtkz0exqhg04cjfgqlyrgipmou20,53:14.3,Like﻿,0
z13zz3cjwmztcni0p23ug3vb0pasfvzqc04,03:36.0,"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ﻿",0
z13xg5zjtp3sfxm4a04cf1bolmzvu154bto0k,25:43.3,"1,000,000 VIEWS NEAR﻿",0
z132ed545qrhytxr404ch1q43uuyzrdwnqs0k,52:09.3,More views than nikki minaj Anaconda﻿,0
z12sil2ziqneyjxpx04cehcgcsmmcr1a3ew,28:54.0,▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ ＤＡＭＮ ＴＨＩＳ ＣＯＭＭＥＮＴ ＩＳ ＦＡＮＣY ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬﻿,0
z13kdx4bjwevyfhfy222jhvo2nvsdxzyt04,27:56.0,"I started hating Katy Perry after finding out that she stole all of the  ideas on her videos  from an old comic book. Yet, her music is catchy. ﻿",0
z12ftpab5svihfffz23kf3iiymiwjzesi,07:22.0,This song never gets old love it.﻿,0
z12yhfh4rwqyetoep22psxorpyi5d5ihj04,18:44.0,She's awesome XD﻿,0
z13szfnqoxaouldyf04cgrp5tmichhawj2g,18:08.0,My 6th grade teacher looked exactly like Katy Perry come to think of it...﻿,0
z12li5throi5u540y220chro4nn5gl52k,40:15.0,Screw this Chinese crap i dont even understand what he is saying. Why isn't  he speaking English like everyone should?﻿,0
z12njp45xonlypf2x23ketjjpzjee3cyt04,42:56.0,great song you go katy!﻿,0
z12kil5h2ujlyzgnc23qtzqyokqrc3301,58:06.5,I like This Comment and do not kill :P﻿,1
_2viQ_Qnc6_bcubCrs8YncM7B9016OeduR9RR-cKRb4,46:51.8,:),0
_2viQ_Qnc68DYuhKc_RZjva7trZ1b4AU28tnu1S8KAc,38:44.4,I like,0
z13xcrw5xrregt5gu04cg5rrtl3mwdkp33o,53:19.6,❤❤❤❤❤❤❤﻿,0
z13ocniikmi1vzubr04ccn3jkzihtrbzpp00k,21:28.0,That was very good I mean very very much good ﻿,0
z12pgdhovmrktzm3i23es5d5junftft3f,27:50.0,i love this so much. AND also I Generate Free Leads on Auto Pilot &amp; You Can  Too! http://www.MyLeaderGate.com/moretraffic﻿,1
z13ce33rgrihh5vzz04ch3oqllbsh1u4nkg0k,00:09.5,We can have a party next share﻿,1
z133xfvjenv5vfr0o22nhfrawr2ve3gp004,16:59.4,OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿,0
z13lzzd4yrzbhzaez22gfnvw1nugw5k0h,03:22.4,Best song ever﻿,0
LZQPQhLyRh_hbykd_Xw4oDROJbJTFrs-UbSB2xk8gRk,36:25.0,It's been back for quite a while now.,0
z13xytyybsypw34yv04cc33xkke1grugh2w,45:34.0,if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,1
z12qgp2yvnbvx3wf1222idfjcybhhzl3d,59:04.6,CUTE  :)﻿,0
z12yinh5ks2oinqzn04cctkgvvrohbrazvo0k,41:07.0,What free gift cards? Go here  http://www.swagbucks.com/p/register?rb=13017194﻿,1
z12aw1ah2m2vh30tb22bvl3olkbohlbid04,27:26.7,I love this song so much &lt;3<br />Keep em&#39; coming!﻿,0
_2viQ_Qnc69hCwlRZTPP7JejZgoroMu8egbziE1hSAc,28:03.2,WOW muslims are really egoistic..... 23% of the World population and not in this video or donating 1 dollar to the poor ones in Africa :( shame on those terrorist muslims,1
_2viQ_Qnc6-pgdb3FeyKxBCq6-zYy7OAn_tWkX5Xgz4,50:13.1,Shakira I love you,0
z12hh3bobpvle1mvt22icnvommzjjxaup,14:11.8,that time in 2011 where this shirt was cool﻿,0
z13pch5b4xn1z1mju04cjdtaymyust4hvqs0k,33:44.0,"HONESTLY, I WANNA SEE YOU BE BRAVE! oh wait...﻿",0
z13pzv4gkkj3hpe4g04ccdma2vbtcliiu1c,30:31.0,WORLD RECORD YOUTUBE VIDEO VIEWS !!!!!! XD﻿,0
z12oex5p1miewvugp04cgjfqiq3xsxrolhk,58:20.0,imagine if this guy put adsense on with all these views... u could pay ur  morgage﻿,0
z12jd30zok2te1ghh04cdphgcqmshld5ncg,19:16.5,still watching in 2015...﻿,0
z133xtoivnattvbm123idnoxlxryufnlg,30:25.8,"Damn, this was everywhere﻿",0
z12cdlswetvnejcri04cex0jfwy2u3tzj54,55:08.0,Honestly speaking except taylor swift and adele i don't lile any of the  modern day singers. But i must say whenever i hear this song i feel  goosebumps. Its quite inspiring!! Thanks miss Perry!﻿,0
z13lj1oyrkmrery5o04cjfuitwyagldauxs0k,24:40.0,https://www.facebook.com/pages/Nailey-nicool/629410220489046?ref=hl like  mee﻿,1
_2viQ_Qnc68MKhLnK71z12gu878i_A0sdfmpA0RvgOE,45:33.8,Shakira :-*,0
_2viQ_Qnc6_K0UFJiCGKpBw86dGcjZIV5Nt7ke46swQ,05:33.8,the best!,0
z13my12oyyrxdzfj204chp5pnryfe11wrbk,26:39.0,LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿,1
z12nyp54hkecxheeg22mjhyjixyqittoo04,58:59.8, are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....﻿,0
z13mhniosvv4hxn5d04cjpf4wobwwdpgjw40k,43:37.6,Check out this video on YouTube:﻿,1
z13lwva51nepgdxi404ceffbmqnfgje410c,09:35.4,Pleas subscribe my channel GamezZMTA﻿,1
z13rwrwppmyugtzco23xzjswqmrzilyxw04,54:36.0,Still the best. :D﻿,0
z12sd1khsuqegzwrm04cinlxrpj3gfyydnk0k,48:00.8,Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿,0
_2viQ_Qnc6-TMFClPlfFIBHdy_HbPbLyMhBsuEz5Lj8,48:17.2,Shakira voice sound spanish but that is what make the music sound amazing ♥I LOVE IT,0
z12scr5ixnexwh2xa04civ3o3k25dr3wkfw,31:35.0,CHECK MY CHANNEL FOR MY NEW SONG 'STATIC'!! YOU'LL LOVE IT!!﻿,1
z12xirno0xvlwfz0o22rexjrlyuzyjttn,31:39.1,2008-2010 were the years for pop﻿,0
z13cyzbbqsrxyfaec23xc10rdrrqgd0ch,13:43.0,"Hey guys please check out my new Google+ page it has many funny pictures,  FunnyTortsPics  https://plus.google.com/112720997191206369631/post﻿",1
z13ledpiwqidu5iu022vy1yy3zntxnniz04,50:16.9,everyday I&#39;m shufflin﻿,0
z13lsbqpwk3xej2jv04cetyypm22w3pgo4s,59:18.0,I WILL FINISH THIS DISSERTATION! And I will laugh in its face when I  finish! Roaaarrr =3﻿,0
z12odl0g1lv2sny2a23mxtijuvftznai404,27:28.0,"C'mon Katy you are so close to 14,000,000 subscribers...come up with  another hit like this and it will happen﻿",0
z13xxbfocuaewj0jl04cgbcioua2ht0zxjo,52:54.6,eminem - RIHANNA﻿,0
z12hfp2wmyuqztkw504cgblyxtbsxjuzeow0k,42:44.6,Rihanna looks so beautiful with red hair ;)﻿,0
z12ktfsarrv0wdj3p22ifbxz3zn2fthhw04,12:07.0,....subscribe......  ......to my........  .....channel.......﻿,1
_2viQ_Qnc69d37KEGZqBfleT0syzA1usOUM89zKNBGs,49:59.6,She&#39;s so pretty,0
z13kvddrenfhxjeod04cg11pkk2sg1vbr0c,48:14.0,"I really don't understand how this has 600 million views lol. I'm not  hating or anything, it's just confusing. ﻿",0
z120uhiw0ubhcnxvi23uw5oorpuncvso204,38:10.0,I'm not a big fan of the song but this video is awesome!﻿,0
z13dtz1zzkagdromt230g5cqfsejstr3p,55:14.0,"The most watched video on YouTube is Psy’s “Gangnam Style”, with 2.1  billion views. PSY - GANGNAM STYLE (강남스타일) M/V﻿",0
z12vtxzqskzlupozn04cdjdpvrvctxjpn0c,10:47.0,5 years... ﻿,0
z132fb4jenqfv5x2r23swfmiyrafyf5ue,06:36.0,"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3﻿",0
z12kf5dyltrijhepb04ccltibzijd5wa1mc0k,12:44.0,i love this song﻿,0
z12ndfzrsunjyji1522exnrwcl3rt11eh,16:59.1,Love﻿,0
z13wvdhxeyqeidsmz22jehupivbqxjvtp,28:44.0,"She's got it all. Incredible voice, extremely hot, nice tits﻿",0
z13qyxk5tzq1e5asx22xjt3wdq3ns32f5,50:02.0,Free my apps get 1m crdits ! Just click on the link and download a app and  done!! · Link: https://m.freemyapps.com/share/url/5af506e1﻿,1
z12uefkbwv2md3dbz04cg3yoqp2ngfgibqg0k,36:34.5,If you are a person that loves real music you should listen to &quot;Cruz Supat&quot;<br />He is awesome as fuck!!! Just as eminem used to be.﻿,0
z12btr5hfnjydpwm023xtt0q4urzs1ju4,07:51.3,Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,1
z12gddhblwz3cf3wc04cgvjajvulwxvb5lw0k,14:14.6,Waka best one﻿,0
z13rhxvopkjkxp1kr23xfrio3oyttbvuq,19:34.7,Check out this video on YouTube:﻿,1
z130zx3rrzagwzclr23vxjypimviff23m,34:27.6,Looooved ﻿,0
z12sjp3zgtqnvlysj23zuxxaolrvd1oj504,59:52.0,This song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much:-) Xxx﻿,0
z13ozdmr4lf3uzc5z04cix2zkyjzgvcyemw0k,20:21.0,subscribe to my channel people :D﻿,1
_2viQ_Qnc6_k_n_Bse9zVhJP8tJReZpo8uM2uZfnzDs,09:31.2,wow,0
z13fsxq5coffdz54p04cjxzppp3ezhhw0u40k,31:01.7,Love this song! My soccer team made a cd for our couch with this song on it!﻿,0
z12cvzca1qi3frejt04chrbhzsekxxopids,17:29.0,This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿,0
z13wxtdpeznid12et23ogtd4zoyvzbnoz04,46:36.0,I love this song sooooooooooooooo much﻿,0
z122wfsbyvfeip0wl04cefjz1svzcd25vqg0k,37:32.0,2015 &lt;3﻿,0
z13xy3naqwneytjyb04cjdb54luwyjk4alo0k,09:41.8,Waka waka﻿,0
z12jy1tw0unnhhdnh23yyvyhjsnljxhf4,23:54.0,"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants﻿",0
z13tj514otzlurfbc04ccjwhrnmej1iihqw0k,36:25.0,I dont even watch it anymore i just come here to check on 2 Billion or not﻿,0
z12gg1xzcpijhj0s422ztz5iknucsduvl,16:01.0,I shuffled while listening to this song. THE ILLNESS IS SPREADING!!﻿,0
z13rv5abiqvggpsz304cdr54xnndwtxbl44,41:24.0,Are those real animals﻿,0
z12ycjvh3nbqulnmr23tyv45pubiexurd04,14:26.5,Cool﻿,0
z12cffepsub4gv5z204cjn5zykntdz45ygk,51:10.9,Ah. Good old times (:﻿,0
z13bixew2rvmfpxcx23mf3iwxmydd3qh104,04:52.4,Every day I&#39;m Shuffling !﻿,0
z13sy3uphtayfrujz04citigxpnfj5c4gk00k,58:40.1,Anyone else notice that Megan Fox is in this video?﻿,0
z12ruf1qbzv5xxdqq04cgjmiknmhx1mq314,25:06.7,Fuck Eminem. Bieber is the best &lt;3﻿,0
z135ihwjrofccvbzu04cehzp3prte5jyccg,54:10.7,best song in world﻿,0
z12rgdghtm3gc3j4004cizn50y3xybujalw0k,50:57.0,Perfect! &lt;3﻿,0
z13yi50hjzqgitubv04cfhzyby3ystsrh5g,39:15.8,One of the best song of all the time﻿,0
z12rhdkrvvy3hd42c23whdeavkjdxnimg,35:35.8,i like the lyrics but not to music video﻿,0
z12pvhp42ouayd1xx04cgl4a4wu3sxmqnlw0k,37:21.4,We need to get this to 1 Billion Views!!﻿,0
z121cnnzhsybzjkt122nsviacsekvvt1r,16:46.0,when is this gonna hit 2 billion?﻿,0
z12ww5toptirsbbjb04chfqgguiqu3jqfik,00:48.0,Come check out our parody of this!﻿,1
z13wzt5yezvhsboz104cjlkqalz0fpcglmk0k,43:36.0,PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,0
z13ndnjbcnj5y1jpv04cg3z4tqfjihobu0w,13:30.0,Katty is the best! ! ! ! ﻿,0
z12dzlpo0ueie1go404cfjjwsxf1g1lrtdo,18:14.0,Can somebody wake me up when we get to 3 billion views.﻿,0
z13pfnrxuyelivdoz04cgdx4esa2dxeymck,18:19.0,Like if you came here too see how many views this song has.﻿,0
z12psnvzpybbshnrc04citbzwpfmfnb5jws0k,29:17.0,Check out this video on YouTube:﻿,1
z13oexlyfxivznriw04cdxmqqpmgy3bi5z40k,02:52.3,this fucking song like a&#39;n oreo the only white part is the good 1﻿,0
z12gjxa44vzxcfuqz04cjjmphmiyhzopcuk0k,37:25.0,I'd rather hear some propa explicit gangsta rap insted of this garbage.  This song is trash !﻿,0
z12ts5g4zmekx3jxu04ce5wbesfkx1lrhxo0k,26:55.8,this song is better then monster by eminem﻿,0
z13icxbwzk35jzx5t04cezey0rnptrsxzdg,10:43.8,Like this comment for no reason﻿,1
z13utrmbosiawt10p22kextrikr0fprhh04,28:19.0,What does that tattoo on her right tricep say?﻿,0
z12mtxqrmxicjfx1s22egddrbnqssva5c04,38:37.2,Love your song makes me happy﻿,0
z13udxpqgtnnxt10o232vhgbspnveld0c,53:41.7,I really am madly in love with this woman!!﻿,0
z13dun5iruvhx3ryi04cgjkq1nqhhp2p1p00k,16:51.2,Good﻿,0
_2viQ_Qnc6_-kHjHykSk9uu3A0NCryrDEa3pLXbX_C8,46:53.9,this song is racist,0
z12ifxrbkmaechwtt22jwryqmoaefhipf04,39:13.0,"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.﻿",0
z13seb1gkmvqd1qne22ef3uihziwzlpqc04,37:13.9,"hot,hot﻿",0
z12dujcgssjgd505g04ce5zzlka4d1p40vs0k,33:48.0,Katy Perry can't sing for shit. All i hear it autotune.﻿,0
z134tnezjunhvxqq504cfpcr2qajwj0gbo40k,25:05.7,like this comment if you&#39;re watching this video when big bang happened<br />i do﻿,1
z13uxtggrz25vlgcy225xf5yqweagnrra04,05:18.2,the song is sad﻿,0
z124vlmbks2nybpou04cfv4i3vawebsxeic,25:46.2,"Cool Video LMFAOVEVO! You should check out my shuffling videos on my channel when you get the chance. It&#39;s much appreciated. Cheers! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23EveryDayImVaping"">#EveryDayImVaping</a> ;-)﻿",1
z13xx5w52svttd3lt23kijvwqtvph5m3l,39:34.9,"do you guys know, there&#39;s a part two of this song! :D﻿",0
z12iztop3pyovxbl322eyxng2k3gi5rax04,29:46.0,https://www.facebook.com/nicushorbboy add mee &lt;3 &lt;3﻿,1
z13gsbt40s25vre2q23rdtmxepytftaei,46:47.0,Great.This is a song﻿,0
z13ihhrakmndxblzo04chpp53nn2xbja1fc,46:05.8,My favorite song 💗💗💗💗﻿,0
z13csxapuz2ggji2n23dsfhobq30yhle1,29:16.0,The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.﻿,0
_2viQ_Qnc6_RKHVetk9kLzx8ZC62_J7y73FWFSBTe8Q,47:40.8,**CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE****,1
z13cwrzyolf1zh4v023ctteams25hldf5,00:20.0,Thanks to this video we know that Nokia phones can survive a plane crash.﻿,0
z12qy53q0kfzxby4304cflvpxnr1gxjrlrg0k,46:27.4,Eminem best rapper all the time﻿,0
z12vu5fysyb2vfbar04cex4q5ue2xb25epc0k,35:13.8,song is bad﻿,0
z132ebdhkwbauzogm04cfzm5oqigzzlxznc0k,51:44.6,I love eminem  &lt;3﻿,0
_2viQ_Qnc6_Z85BMDurr0H0sdfTiCwy1hAg5aytbkWg,18:22.6,Beautiful song beautiful girl it works,0
z132jt25frfdihz4304cjnnixqedsx2pvx00k,45:35.6,Its 2015 and still shuffling to this song🎶🎵🎧﻿,0
z13mh3gi0s3cdjhvy23bzpebkqzyexsar04,54:59.0,man check out the raps on my channel im better rapper than these nigger fools﻿,1
z12wctyrfvndsj32n23yhrhrxlyiulpcn,08:19.1,I love this song so much﻿,0
z13mf1fz1mmrdr4hf04cdnhxmmqtulfgchc,44:16.6,"Check out: My Hood Doh, by Flixter Nossnevs﻿",1
z12myn4rltf4ejddv23mwr3piuapcbl0r,06:37.3,The best world cup song ever!!!!﻿,0
z121eftbimqgy1p5504cjx24tpvbjrpisnc0k,31:25.0,The population of world is more than 7 billion﻿,0
z12xf55o4niwyvdor04cizohvyuafzpowww0k,28:29.0,I love katty perry﻿,0
z12vv1hgirrhz5bh504cejjrstfkt1kq1po0k,51:25.5,Her voice sounds weird and plus she&#39;s cute for a blonde﻿,0
z13cy1hhuzuuz3m3n23jhbo4bsylj1rt5,58:22.9,Laughing My Fucking Ass Off!!!﻿,0
_2viQ_Qnc6-pY-1yR6K2FhmC5i48-WuNx5CumlHLDAI,14:30.0,I love this song for two reasons: 1.it is about Africa 2.i was born in beautiful south Africa,0
_2viQ_Qnc6-adLPqdl8Te15fgwPQaG8KLlyJGrtxbic,40:44.3,She is perfect,0
z13ighawfwy5y5t5a04ccnp5dozetzfpq0g,34:46.0,why the elephant have a broken horn﻿,0
z122ybty1la4dbrz304cgnoh1knkiv0odfg,51:38.0,LoL﻿,0
z12zyrnp1unbczz0v23mhr3wwoa0vfcak04,25:33.0,"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿",0
z13ccdhqkujfe3i3s221tj5h1wmrfjibe04,21:13.0,Awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,0
z13mxjrbuyv5slha204cjdwg0wauylyap3w,48:57.0,"really want this video to get 1 billion views, would be amazing!﻿",0
z12uzjtpanvdhjmtr23asxgyiyjezjxe5,22:54.1,I learned the shuffle because of them﻿,0
z12eg5zqxqbdfdzcn22uwxoqxovhhz1ke,01:10.3,2015!! LLIKEE!!﻿,0
z12wsbxquxjthdm0i22jc3ehdnuhwv5xi04,35:25.0,This looks so fun and it's a good song﻿,0
z12muxdydqnggz0gw04cgldbmvnlhzuxpu40k,24:32.7,thumb up if you watching in 2015 and  you like it﻿,0
_2viQ_Qnc680Rh_y5Dlwtkr_llWVOG7ZQdmNVip_dno,15:58.2,i like and love so much people all friends..... I love Shakira ^^,0
z132v5iajkjuhfkyn04cg3mxclnnzj0yxmo0k,03:03.0,Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:﻿,0
z13mhf4b5pqigtmgp04cf3korzytgzwqwsg0k,41:57.0,Katy perry songs aren't that bad ﻿,0
z12mzfsy0mypfvcy404ccdvqmyq5gzqazow0k,16:44.1,I came here because of Vanoss.﻿,0
z13qjrqjnqbcvnpeg23lubsaezyzx1wti,47:58.5,2010? The time past so fast ..﻿,0
z12twzjoszz0xxuo304civmjxyjiv3hg5rw0k,50:13.0,"This is fucking shit. From the first notes, that becomes clear. Complete  and utter shit. May God come and cleanse the earth of the complete and  utter idiocy which is humankind.﻿",0
z133tllzkmb0wthup235c5qovo3xzdzqr04,02:29.0,"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.﻿",0
z13sx5nrhq22yvste23fvnirosixy55ag04,37:51.0,i like this song the video goes perfect with it﻿,0
z131c34acoqgwfkz304ccjertpfugxbrezw0k,18:45.5,Who is still watching in 2015﻿,0
z124hrlillzaw1tpm04cj544rn3ny5zwfmg0k,41:13.2,love﻿,0
z12wyrji5vvpjp1ux23ufr0pzojkz1fwk04,50:46.2,What&#39;s with the guys jacket? 1 sleeve and a sleeveless arm﻿,0
z13axbnqtxfrc3ncc23xxp2wivqbgx43o,28:01.0,1 millioon dislikesssssssssssssssssssssssssssssssss.............﻿,0
z125dnzbqpyqxlghe04cdxsgaxnovjvbxq00k,30:58.1,You can not hate eminem and nirvana...trust me﻿,0
z12gdzyrqwvtvxfek230jnvp1zf4hjl3w,06:57.3,Love you﻿,0
_2viQ_Qnc6_J91n3DVA-4R9BjK8WFHtrJvrEn31ogGU,15:28.1,"Hi there, have you heard about DribbleProShot? Just do a search on Google. On their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time... It turned Nick into a much better football or soccer player...His team mates were definitily amazed! I hope it will help you also...",1
z125fx5glr2mwfycg22otzyjbvuod5yjx04,50:18.2,I miss this song. 😢﻿,0
z130druz4w3wdtxpn04cfjjazmugzjtp5i0,47:14.6,she is megan fox?because she is very similar﻿,0
z13wxrnxjxz3wj3tn22sv33o0xyev5jfa,57:50.2,fav.﻿,0
z12uxxzoxvexs1mdr23yvddbpl33gr4mf,55:45.9,Love the way you lie II is nicer in my opinion. :D﻿,0
z124jvczaz3dxhnbc04cffk43oiugj25yzo0k,07:20.6,wierd but funny﻿,0
z13ptttyrxekcdvib04chdepnmqygrnwj4c,53:16.5,is it bad that my realtionship is just like this lol﻿,0
z13uutbriumnuj3rq04ccbvqlwjuj1srhyk0k,27:43.3,sorry but eminmem is a worthless wife beating bastard﻿,0
z12jzbkwfyuzdr1gg04cgzjqdpfgtnm5l04,55:35.0,This video is kinda close to 1 million  views <br />﻿,0
z12muzijetuwf3qgm04ce1nafxvtj535ao40k,05:19.2,"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿",0
z12uf5gatnf1dflws04cfrigrxb3zryxtwk0k,04:41.3,Why so many disliked??????!!!!!!😯﻿,0
