,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1140,30,RM,51.0,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,BrkTil,3,3.0,1,3,489,1,0,279,768,GasA,2,N,SBrkr,1015,0,0,1015,0.0,0.0,1,0,3,1,1,6,Min1,0,0.0,Detchd,1925.0,1,1.0,450.0,3.0,3.0,Y,0,0,112,0,120,0,0,3,Shed,620,7,2006,WD ,Abnorml,88000
1141,30,I (all),109.0,21780,Grvl,NA,Reg,Lvl,NoSewr,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0,1,CBlock,0,0.0,0,0,0,0,0,0,0,GasA,2,N,FuseA,810,0,0,810,0.0,0.0,1,0,1,1,1,4,Min1,0,0.0,Detchd,1975.0,1,1.0,280.0,3.0,3.0,N,119,24,0,0,0,0,0,0,NA,0,3,2009,ConLD,Normal,57625
1142,50,RL,82.0,14235,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,1,2,PConc,2,4.0,1,1,0,1,0,676,676,GasA,2,Y,SBrkr,831,614,0,1445,0.0,0.0,2,0,3,1,1,6,Typ,0,0.0,Detchd,1957.0,1,2.0,484.0,3.0,3.0,N,0,59,0,0,0,0,0,0,NA,0,3,2010,WD ,Normal,138500
1143,60,RL,68.62270742358079,11616,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,1,2,CBlock,3,3.0,2,3,438,1,0,234,672,GasA,2,Y,SBrkr,672,714,0,1386,0.0,0.0,2,1,3,1,1,6,Typ,1,3.0,Attchd,1978.0,3,2.0,440.0,3.0,3.0,Y,335,0,0,0,0,0,0,4,NA,0,4,2010,WD ,Abnorml,158900
1144,20,RH,60.0,7800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,2,CBlock,3,3.0,1,4,641,1,0,187,828,GasA,3,Y,SBrkr,965,0,0,965,1.0,0.0,1,0,3,1,1,6,Typ,0,0.0,Detchd,1979.0,1,1.0,300.0,3.0,3.0,Y,421,0,0,0,0,0,0,3,NA,0,7,2006,WD ,Abnorml,119900
1145,80,RL,67.0,13300,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3.0,1,6,326,1,0,58,384,GasA,4,Y,SBrkr,744,630,0,1374,1.0,0.0,2,1,3,1,2,7,Typ,1,4.0,BuiltIn,2004.0,3,2.0,400.0,3.0,3.0,Y,100,0,0,0,0,0,0,0,NA,0,6,2010,WD ,Normal,184500
1146,20,RL,200.0,43500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,3,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,0,0.0,0,0,0,0,0,0,0,GasA,4,Y,SBrkr,2034,0,0,2034,0.0,0.0,1,0,2,1,1,9,Min1,0,0.0,2Types,1953.0,2,4.0,1041.0,3.0,3.0,N,483,266,0,0,0,561,1,4,NA,0,6,2007,WD ,Normal,130000
1147,30,RL,60.0,8088,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,2,3,1922,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,BrkTil,3,3.0,1,1,0,1,0,498,498,GasA,2,N,FuseF,498,0,0,498,0.0,0.0,1,0,1,1,1,3,Typ,0,0.0,Detchd,1922.0,1,1.0,216.0,2.0,2.0,N,0,0,100,0,0,0,0,0,NA,0,2,2006,ConLD,Normal,35000
1148,160,RL,24.0,2280,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,1,2,CBlock,3,3.0,1,5,514,1,0,341,855,GasA,2,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,2,6,Typ,1,3.0,Attchd,1975.0,1,2.0,440.0,3.0,3.0,Y,173,0,0,0,0,0,0,0,NA,0,6,2010,WD ,Normal,149900
1149,20,RL,43.0,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,2,2,PConc,4,3.0,3,1,0,1,0,1266,1266,GasA,4,Y,SBrkr,1266,0,0,1266,0.0,0.0,2,0,2,1,2,6,Typ,1,4.0,Attchd,2007.0,3,2.0,388.0,3.0,3.0,Y,100,16,0,0,0,0,0,0,NA,0,3,2008,WD ,Normal,159895
1150,20,RL,68.62270742358079,14778,Pave,NA,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,2,2,CBlock,3,3.0,1,4,728,1,0,568,1296,GasA,4,Y,SBrkr,1640,0,0,1640,1.0,0.0,1,0,3,1,2,7,Typ,1,4.0,Detchd,1993.0,1,2.0,924.0,3.0,3.0,Y,108,0,0,216,0,0,0,0,NA,0,11,2008,WD ,Normal,224000
1151,60,RL,80.0,10480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,1,2,CBlock,3,3.0,1,5,403,1,0,400,803,GasA,2,Y,SBrkr,1098,866,0,1964,0.0,0.0,2,1,4,1,1,8,Typ,1,4.0,Attchd,1976.0,2,2.0,483.0,3.0,3.0,Y,0,69,0,0,0,0,0,0,NA,0,9,2008,WD ,Normal,205000
1152,160,RM,24.0,2760,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,1,2,CBlock,3,3.0,1,1,0,1,0,525,525,GasA,2,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,1,6,Typ,0,0.0,Detchd,1973.0,1,2.0,440.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,12,2006,WD ,Normal,105500
1153,20,RL,106.0,12720,Pave,NA,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,MetalSd,MetalSd,Stone,680.0,3,2,PConc,5,3.0,4,6,2257,1,0,278,2535,GasA,4,Y,SBrkr,2470,0,0,2470,2.0,0.0,1,1,1,1,3,7,Typ,2,4.0,Attchd,2003.0,3,3.0,789.0,3.0,3.0,Y,154,65,0,0,216,144,3,0,NA,0,2,2008,WD ,Normal,615000
1154,20,RL,119.0,10895,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,CBlock,3,3.0,1,3,648,1,0,324,972,GasA,2,Y,SBrkr,972,0,0,972,0.0,0.0,1,0,3,1,1,5,Typ,0,0.0,Attchd,1955.0,1,1.0,305.0,3.0,3.0,Y,0,0,205,0,0,0,0,2,NA,0,6,2010,WD ,Normal,122500
1155,20,RL,73.0,8760,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,2,2,PConc,4,3.0,1,6,36,1,0,1453,1489,GasA,4,Y,SBrkr,1500,0,0,1500,0.0,0.0,2,0,3,1,2,7,Typ,1,4.0,Attchd,2005.0,2,2.0,674.0,3.0,3.0,Y,144,38,0,0,0,0,0,0,NA,0,6,2007,WD ,Normal,212999
1156,50,RM,50.0,3500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,1,2,CBlock,3,3.0,1,2,312,1,0,408,720,GasA,2,Y,SBrkr,720,564,0,1284,0.0,0.0,1,1,2,1,1,5,Typ,0,0.0,Detchd,1948.0,1,1.0,240.0,3.0,3.0,Y,0,35,0,0,0,0,0,1,NA,0,4,2009,WD ,Normal,110000
1157,120,RH,34.0,4060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,4,3.0,1,6,266,1,0,1139,1405,GasA,4,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,Typ,0,0.0,Attchd,1998.0,3,2.0,511.0,3.0,3.0,Y,144,68,0,0,0,0,0,0,NA,0,8,2008,COD,Abnorml,181000
1158,20,RL,80.0,17400,Pave,NA,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0.0,1,2,CBlock,3,3.0,1,5,936,1,0,190,1126,GasA,1,Y,SBrkr,1126,0,0,1126,1.0,0.0,2,0,3,1,1,5,Typ,1,4.0,Attchd,1977.0,2,2.0,484.0,3.0,3.0,P,295,41,0,0,0,0,0,0,NA,0,5,2006,WD ,Normal,160000
1159,190,RM,63.0,11426,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,Stone,3,3.0,1,1,0,1,0,828,828,GasA,3,Y,FuseA,828,658,108,1594,0.0,0.0,2,0,3,2,1,9,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,0,172,109,0,0,0,0,0,NA,0,6,2008,WD ,Normal,118000
1160,45,RM,51.0,6120,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,BrkTil,3,3.0,1,1,0,1,0,832,832,GasA,4,Y,FuseA,854,0,0,854,0.0,0.0,1,0,2,1,1,5,Typ,0,0.0,Detchd,1991.0,1,2.0,576.0,3.0,3.0,Y,48,112,0,0,0,0,0,4,NA,0,7,2007,WD ,Normal,132000
1161,20,RL,65.0,8775,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,2,PConc,4,3.0,1,6,495,1,0,495,990,GasA,3,Y,SBrkr,990,0,0,990,0.0,0.0,1,0,3,1,1,5,Typ,0,0.0,Attchd,1996.0,1,1.0,299.0,3.0,3.0,Y,0,64,0,0,0,0,0,0,NA,0,4,2007,WD ,Normal,126000
1162,120,RL,38.0,4740,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,4,3.0,4,6,248,1,0,918,1166,GasA,3,Y,SBrkr,1179,0,0,1179,1.0,0.0,2,0,2,1,1,5,Typ,0,0.0,Attchd,1988.0,2,2.0,480.0,3.0,3.0,Y,0,108,0,0,135,0,0,0,NA,0,10,2007,WD ,Normal,182000
1163,60,RL,99.0,12099,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,2,2,PConc,5,3.0,3,6,970,1,0,166,1136,GasA,4,Y,SBrkr,1136,1332,0,2468,1.0,0.0,2,1,4,1,2,10,Typ,1,4.0,BuiltIn,2004.0,3,3.0,872.0,3.0,3.0,Y,184,154,0,0,0,0,0,0,NA,0,6,2007,WD ,Normal,354000
1164,50,C (all),63.0,4761,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0,1,BrkTil,3,2.0,1,1,0,1,0,1020,1020,GasA,1,N,FuseP,1020,0,0,1020,0.0,0.0,1,0,2,1,0,5,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,0,0,105,0,0,0,0,0,NA,0,10,2006,ConLD,Normal,64500
1165,20,RL,75.0,11957,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,53.0,2,2,PConc,4,3.0,1,6,24,1,0,1550,1574,GasA,4,Y,SBrkr,1574,0,0,1574,0.0,0.0,2,0,3,1,2,7,Typ,1,4.0,Attchd,2006.0,2,3.0,824.0,3.0,3.0,Y,144,104,0,0,0,0,0,0,NA,0,7,2008,WD ,Normal,232000
1166,190,RM,33.0,4456,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,BrkTil,3,3.0,1,1,0,1,0,736,736,GasA,3,Y,SBrkr,736,716,0,1452,0.0,0.0,2,0,2,3,1,8,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,0,0,102,0,0,0,0,0,NA,0,6,2009,New,Partial,113000
1167,60,RL,90.0,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,2,CBlock,3,3.0,1,5,956,3,182,384,1522,GasA,2,Y,SBrkr,1548,1066,0,2614,0.0,0.0,2,1,4,1,1,9,Typ,1,3.0,Attchd,1974.0,2,2.0,624.0,3.0,3.0,Y,38,243,0,0,0,0,0,0,NA,0,6,2008,WD ,Normal,240000
1168,20,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,0.0,1,3,CBlock,3,3.0,1,3,385,1,0,0,385,GasA,3,Y,SBrkr,875,0,0,875,0.0,0.0,1,0,3,1,2,5,Typ,0,0.0,Detchd,1975.0,1,2.0,728.0,3.0,3.0,Y,352,0,0,0,0,0,0,0,NA,0,10,2007,WD ,Normal,117000
1169,60,RL,96.0,12539,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,10,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,468.0,3,2,PConc,5,3.0,4,6,1082,1,0,538,1620,GasA,4,Y,SBrkr,1632,1158,0,2790,1.0,0.0,2,1,4,1,3,10,Typ,1,5.0,BuiltIn,2005.0,3,4.0,1150.0,3.0,3.0,Y,30,200,0,0,192,0,0,0,NA,0,6,2008,WD ,Normal,460000
1170,160,RM,21.0,1869,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,1,2,CBlock,3,3.0,1,3,321,1,0,162,483,GasA,2,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,1,5,Typ,0,0.0,Detchd,1987.0,1,1.0,280.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,9,2008,WD ,Normal,106000
1171,20,RL,80.0,10032,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1959,1959,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,432.0,1,2,CBlock,3,3.0,1,3,734,1,0,510,1244,GasA,4,Y,SBrkr,1580,0,0,1580,1.0,0.0,1,1,3,1,1,6,Typ,2,4.0,Attchd,1956.0,1,2.0,440.0,3.0,3.0,Y,0,28,0,0,160,0,0,2,NA,0,6,2010,WD ,Normal,159500
1172,20,RL,72.0,11846,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,2,2,PConc,5,3.0,4,6,1567,1,0,225,1792,GasA,4,Y,SBrkr,1792,0,0,1792,1.0,0.0,2,0,2,1,3,6,Typ,1,4.0,Attchd,2003.0,3,3.0,874.0,3.0,3.0,Y,206,49,0,0,0,0,0,0,NA,0,8,2006,WD ,Normal,374000
1173,120,RM,44.0,4224,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,1,2,PConc,4,3.0,1,6,840,1,0,200,1040,GasA,2,Y,SBrkr,1060,0,0,1060,1.0,0.0,1,0,3,1,1,6,Typ,1,3.0,Attchd,1976.0,1,2.0,572.0,3.0,3.0,Y,100,110,0,0,0,0,0,0,NA,0,6,2007,WD ,Normal,129900
1174,50,RL,78.0,11344,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,1,2,CBlock,3,3.0,1,4,460,1,0,414,874,GasW,2,Y,FuseA,874,650,0,1524,0.0,0.0,1,1,3,1,1,7,Typ,0,0.0,Attchd,1958.0,1,1.0,315.0,3.0,3.0,Y,0,0,0,0,0,0,0,2,NA,0,7,2007,WD ,Normal,144000
1175,85,RL,50.0,7689,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,8,1972,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,4,3.0,3,6,720,4,76,0,796,GasA,3,Y,SBrkr,796,0,0,796,0.0,1.0,1,0,2,1,1,4,Typ,0,0.0,Detchd,1998.0,1,1.0,336.0,3.0,3.0,Y,138,0,0,0,0,0,0,3,NA,0,7,2009,WD ,Normal,131900
1176,60,RL,75.0,12447,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,2,2,PConc,4,4.0,1,1,0,1,0,1100,1100,GasA,4,Y,SBrkr,1116,848,0,1964,0.0,0.0,2,1,3,1,2,8,Typ,1,4.0,BuiltIn,2005.0,3,2.0,760.0,3.0,3.0,Y,200,70,0,0,0,0,0,0,NA,0,1,2006,New,Partial,252000
1177,190,RM,50.0,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,CBlock,3,3.0,1,1,0,1,0,811,811,GasA,2,Y,FuseA,811,576,0,1387,0.0,0.0,2,0,3,2,2,7,Typ,0,0.0,BuiltIn,1954.0,1,1.0,256.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,11,2009,WD ,Normal,93000
1178,90,RL,76.0,10260,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,1,2,CBlock,0,0.0,0,0,0,0,0,0,0,GasA,2,Y,SBrkr,936,936,0,1872,0.0,0.0,2,2,4,2,1,8,Typ,0,0.0,Attchd,1976.0,1,2.0,484.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,11,2008,WD ,Abnorml,100000
1179,20,RL,68.62270742358079,10456,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,1,2,CBlock,3,3.0,1,6,506,1,0,1323,1829,GasA,3,Y,SBrkr,1829,0,0,1829,1.0,0.0,2,0,4,1,1,8,Typ,0,0.0,Attchd,1967.0,2,2.0,535.0,3.0,3.0,Y,0,76,0,0,0,0,0,0,NA,0,5,2010,WD ,Normal,218500
1180,60,RL,67.0,12774,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,2,2,PConc,4,3.0,3,1,0,1,0,835,835,GasA,4,Y,SBrkr,835,828,0,1663,0.0,0.0,2,1,3,1,2,8,Typ,0,0.0,Attchd,2003.0,2,2.0,478.0,3.0,3.0,Y,168,68,0,0,0,0,0,0,NA,0,7,2008,WD ,Normal,192500
1181,20,RL,84.0,11670,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,3,2,PConc,5,4.0,1,1,0,1,0,1905,1905,GasA,4,Y,SBrkr,1905,0,0,1905,0.0,0.0,2,0,3,1,3,8,Typ,1,4.0,Attchd,2006.0,3,3.0,788.0,3.0,3.0,Y,0,191,0,0,0,0,0,0,NA,0,3,2007,WD ,Normal,320000
1182,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172.0,1,2,CBlock,3,3.0,1,3,698,1,0,534,1232,GasA,2,Y,SBrkr,1232,0,0,1232,1.0,0.0,1,1,3,1,1,6,Typ,0,0.0,Attchd,1966.0,2,2.0,490.0,3.0,3.0,Y,0,224,0,0,0,0,0,0,NA,0,4,2010,WD ,Normal,142250
1183,20,RL,75.0,7388,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,3,3.0,1,3,405,1,0,658,1063,GasA,3,Y,SBrkr,1327,0,0,1327,1.0,0.0,1,0,3,1,2,7,Typ,0,0.0,Detchd,1974.0,1,2.0,624.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,7,2007,WD ,Normal,150750
1184,60,FV,81.0,10411,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,4,3.0,1,1,0,1,0,725,725,GasA,4,Y,SBrkr,725,863,0,1588,0.0,0.0,3,0,3,1,2,8,Typ,0,0.0,Attchd,2007.0,1,2.0,561.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,7,2007,New,Partial,212109
1185,20,RL,70.0,8521,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,2,CBlock,3,3.0,1,5,842,1,0,70,912,GasA,2,Y,SBrkr,912,0,0,912,0.0,0.0,1,0,3,1,1,5,Typ,1,2.0,Detchd,1974.0,1,1.0,336.0,3.0,3.0,Y,0,0,0,0,0,0,0,3,NA,0,5,2010,WD ,Normal,125000
1186,20,RL,100.0,17500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0.0,2,3,PConc,4,3.0,3,6,1406,1,0,496,1902,GasA,2,Y,SBrkr,1902,0,0,1902,1.0,0.0,2,0,3,1,3,7,Typ,2,3.0,Attchd,1959.0,3,2.0,567.0,3.0,3.0,Y,0,207,162,0,0,0,0,0,NA,0,5,2010,WD ,Normal,335000
1187,20,RL,78.0,10206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294.0,2,2,PConc,4,3.0,1,1,0,1,0,1614,1614,GasA,4,Y,SBrkr,1658,0,0,1658,0.0,0.0,2,1,3,1,2,7,Typ,1,4.0,Attchd,2008.0,3,3.0,726.0,3.0,3.0,Y,144,44,0,0,0,0,0,0,NA,0,9,2009,WD ,Normal,257500
1188,60,RL,96.0,10542,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,2,2,PConc,4,3.0,4,6,1173,1,0,138,1311,GasA,4,Y,SBrkr,1325,1093,0,2418,1.0,0.0,2,1,3,1,2,9,Typ,1,3.0,Attchd,1993.0,2,3.0,983.0,3.0,3.0,Y,250,154,216,0,0,0,0,0,NA,0,8,2008,WD ,Normal,341000
1189,20,RL,73.0,9803,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3.0,1,1,0,1,0,1214,1214,GasA,4,Y,SBrkr,1214,0,0,1214,0.0,0.0,2,0,2,1,2,6,Typ,0,0.0,Attchd,2010.0,2,2.0,520.0,3.0,3.0,Y,0,25,0,0,0,0,0,0,NA,0,1,2010,New,Partial,179781
1190,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,2,2,PConc,4,3.0,1,4,510,1,0,90,600,GasA,4,Y,SBrkr,624,628,0,1252,1.0,0.0,2,1,2,1,2,4,Typ,0,0.0,Detchd,1999.0,1,2.0,462.0,3.0,3.0,Y,0,48,0,0,0,0,0,0,NA,0,3,2008,WD ,Normal,160000
