This file was created by CMPT_IND_RETS using the 201112 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
193409     34.06     40.41    113.86     22.96     23.41
193410     34.10     40.05    113.49     23.05     23.87
193411     34.08     38.92    111.86     22.82     23.35
193412     37.70     42.31    116.32     23.40     24.61
193501     37.53     42.41    115.96     23.50     24.62
193502     36.24     41.03    116.12     23.27     22.92
193503     35.94     39.53    116.89     24.00     21.76
193504     34.14     38.34    112.67     23.17     20.45
193505     36.05     42.43    123.48     23.99     22.39
193506     36.67     43.84    130.83     22.66     23.16
193507     38.57     46.68    141.94     23.53     24.94
193508     41.54     50.15    152.36     24.43     26.69
193509     42.55     51.02    157.97     24.17     27.26
193510     43.99     51.75    165.21     24.45     27.29
193511     47.13     56.28    174.30     25.93     27.91
193512     47.83     58.13    188.10     26.07     31.48
193601     48.82     62.01    188.81     26.70     32.69
193602     49.57     67.53    198.63     27.66     36.42
193603     50.59     69.17    205.82     28.25     37.38
193604     52.01     70.69    200.18     29.28     36.18
193605     48.77     64.26    185.90     26.61     33.53
193606     50.47     66.93    196.95     27.61     35.97
193607     50.90     64.81    193.76     45.45     35.45
193608     52.84     69.71    206.76     47.67     38.99
193609     52.80     69.89    211.07     46.71     39.61
193610     53.82     70.66    208.31     46.82     40.13
193611     56.64     76.70    219.26     48.56     43.35
193612     58.14     78.50    228.51     49.86     43.25
193701     54.79     80.87    228.95     47.99     43.11
193702     56.60     83.77    237.49     49.56     43.44
193703     56.85     85.07    232.08     47.36     45.39
193704     55.15     86.43    222.36     44.75     46.44
193705     51.26     79.55    208.05     43.24     43.30
193706     49.63     79.16    210.20     43.55     41.71
193707     45.16     73.56    193.94     37.78     37.29
193708     49.05     80.63    206.08     39.32     40.40
193709     47.15     76.08    198.36     39.54     36.91
193710     41.63     63.93    180.66     35.06     30.89
193711     37.94     56.82    169.30     33.79     27.72
193712     33.21     51.19    161.51     31.72     25.45
193801     30.51     49.37    156.77     30.80     23.40
193802     32.23     48.70    152.84     31.87     23.44
193803     33.59     52.51    153.67     34.42     24.51
193804     26.71     39.38    117.75     29.26     17.15
193805     30.43     45.00    135.28     32.67     19.76
193806     29.38     42.26    134.05     33.01     18.91
193807     34.97     52.35    154.02     36.09     22.80
193808     38.98     55.67    159.11     38.14     25.19
193809     38.50     52.99    158.45     38.06     24.15
193810     38.51     53.61    158.79     37.84     23.87
193811     40.82     57.90    169.31     39.92     26.70
193812     39.97     56.77    165.99     40.28     26.59
193901     40.53     59.55    168.98     40.41     28.04
193902     38.78     55.10    164.48     40.02     25.54
193903     40.31     56.32    169.66     41.30     26.68
193904     36.06     48.66    154.34     39.28     22.65
193905     36.24     48.21    155.02     39.64     22.21
193906     38.72     50.92    165.28     41.59     24.11
193907     37.19     47.45    151.33     42.14     22.34
193908     40.85     52.26    165.83     43.40     24.95
193909     37.69     49.11    156.06     40.85     22.73
193910     40.96     60.54    164.50     43.50     28.64
193911     41.87     58.99    166.62     43.57     28.36
193912     40.64     55.26    165.01     43.88     26.70
194001     41.88     56.75    168.68     45.23     26.97
194002     41.47     54.69    165.52     44.39     26.21
194003     41.71     55.40    165.98     44.83     26.33
194004     42.75     56.15    167.48     45.46     26.88
194005     43.28     56.21    166.80     45.30     26.65
194006     32.95     43.29    138.61     35.41     20.12
194007     34.45     44.90    145.87     35.22     21.29
194008     35.52     46.35    150.38     35.02     22.13
194009     36.42     46.84    151.76     34.00     22.98
194010     37.33     47.59    154.01     35.38     23.59
194011     37.51     49.59    156.93     34.28     24.80
194012     36.94     48.05    154.94     33.43     24.44
194101     36.47     48.46    155.11     33.12     24.20
194102     34.93     45.93    151.53     32.37     23.77
194103     34.00     44.89    149.11     30.61     23.58
194104     33.88     45.13    149.15     30.95     23.85
194105     31.70     43.07    138.19     29.30     22.79
194106     31.45     44.08    138.15     28.61     22.64
194107     32.83     45.42    139.10     30.30     22.45
194108     34.37     48.93    139.63     32.70     24.20
194109     34.62     47.85    140.84     32.51     24.12
194110     35.21     46.56    138.92     32.39     23.33
194111     32.76     44.43    130.95     31.02     22.45
194112     31.21     43.56    126.11     29.88     21.74
