Id,price,experiences_offered,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
1402,175,none,within a few hours,1,f,1,t,51.45448167,-0.076525997,House,Entire home/apt,6,3,4,4,Real Bed,500,80,1,0,5,28,5,100,10,10,10,10,9,10,f,moderate,f,f,0.22
1403,320,none,within an hour,1,f,52,f,51.49333371,-0.137588384,Apartment,Entire home/apt,4,2,2,2,Real Bed,,,1,0,14,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1404,150,none,N/A,N/A,f,1,f,51.50481635,-0.240337316,House,Entire home/apt,6,3.5,5,6,Real Bed,500,100,6,25,6,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.14
1405,129,none,within an hour,0.98,f,13,f,51.5141371,-0.211712814,Apartment,Entire home/apt,4,1,1,1,Real Bed,0,25,1,0,3,300,10,88,9,10,9,8,9,8,t,strict_14_with_grace_period,f,f,2.26
1406,140,none,within an hour,1,f,2,f,51.53672865,-0.104847634,Apartment,Entire home/apt,4,2,2,2,Real Bed,110,20,4,25,2,1125,1,100,10,10,10,10,10,8,f,flexible,f,f,0.13
1407,88,none,within an hour,1,f,2,t,51.51295253,-0.192969718,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,50,2,10,5,60,72,95,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1.06
1408,28,none,N/A,N/A,f,1,f,51.50295419,-0.108895038,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,7,21,0,,,,,,,,f,flexible,f,f,
1409,219,none,within an hour,0.99,f,472,f,51.51179236,0.023085668,House,Entire home/apt,4,1,2,3,Real Bed,80,80,4,0,1,1125,0,,,,,,,,t,super_strict_60,f,f,
1410,185,none,within an hour,1,f,1,t,51.52105089,-0.103037494,Apartment,Entire home/apt,6,2,2,2,Real Bed,150,55,4,15,3,1000,50,99,10,10,10,10,10,10,t,moderate,f,f,1.6
1411,44,none,within an hour,0.8,f,1,f,51.47964714,-0.126666115,Apartment,Private room,2,1,1,1,Real Bed,0,10,1,10,1,30,3,93,9,9,9,9,9,8,f,flexible,f,f,1.58
1412,110,none,within a few hours,1,f,1,f,51.5395431,-0.095975677,Apartment,Entire home/apt,2,1,1,1,Real Bed,,20,1,0,2,14,5,100,10,10,10,9,10,9,t,flexible,f,f,0.6
1413,38,none,within an hour,1,f,1,f,51.52757872,-0.072745465,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,4,0,,,,,,,,f,flexible,f,f,
1414,170,none,N/A,N/A,f,1,f,51.47702403,-0.192168374,Apartment,Entire home/apt,4,2,2,2,Real Bed,250,45,1,0,5,14,1,100,10,10,8,10,10,10,f,strict_14_with_grace_period,f,f,0.13
1415,35,none,N/A,N/A,f,1,f,51.44537827,-0.180185534,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,3,3,100,10,10,10,10,9,10,t,flexible,f,f,0.72
1416,25,none,within an hour,1,f,1,f,51.44582407,-0.216162127,Serviced apartment,Private room,4,1.5,2,2,Real Bed,,4,1,20,1,30,3,87,9,9,9,10,9,9,f,flexible,f,f,3
1417,265,none,within an hour,1,f,24,t,51.49169106,-0.024990856,House,Entire home/apt,13,2,3,5,Real Bed,300,95,4,19,7,1110,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1418,85,none,N/A,N/A,f,1,t,51.53992049,-0.023050721,Apartment,Entire home/apt,4,1,0,2,Real Bed,0,15,1,0,2,1125,3,80,10,5,10,10,8,9,t,strict_14_with_grace_period,f,f,0.16
1419,190,none,within a day,0.98,f,82,t,51.51093154,-0.122937878,Apartment,Entire home/apt,6,2,2,2,Real Bed,600,50,4,10,1,10,4,75,10,8,9,9,10,8,f,strict_14_with_grace_period,f,f,0.37
1420,150,none,within a few hours,1,f,1,t,51.51419176,-0.207027237,Apartment,Entire home/apt,4,1,2,2,Real Bed,,40,1,0,2,1125,1,100,10,10,10,10,10,10,t,flexible,f,f,1
1421,152,none,within an hour,0.96,f,1277,f,51.46346526,-0.1245297,House,Entire home/apt,4,2,2,2,Real Bed,495,150,4,0,3,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1422,98,none,within an hour,1,f,4,t,51.47786478,-0.131387189,Apartment,Entire home/apt,4,1,1,0,Real Bed,,20,2,15,2,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1423,61,none,within an hour,1,f,3,t,51.51689412,-0.185792111,Apartment,Private room,2,2,1,2,Real Bed,80,0,1,35,1,30,24,85,9,9,9,9,9,8,f,flexible,f,f,0.57
1424,124,none,within an hour,0.98,f,58,f,51.4930771,-0.167742379,Apartment,Entire home/apt,4,1,1,1,Real Bed,0,40,1,0,2,1125,0,,,,,,,,t,moderate,f,f,
1425,200,none,within a few hours,0.9,f,1,t,51.51672946,-0.194324811,Apartment,Entire home/apt,4,1,1,2,Real Bed,1000,70,2,45,1,1125,5,96,10,10,10,10,10,10,f,moderate,f,f,1.13
1426,105,none,within an hour,1,f,1,f,51.50129483,-0.08011301,Apartment,Entire home/apt,4,1,1,2,Real Bed,0,30,2,10,2,15,20,93,9,8,10,10,10,9,t,moderate,f,f,1.07
1427,120,none,N/A,N/A,f,1,f,51.49682441,-0.161851219,Apartment,Entire home/apt,1,1,1,2,Real Bed,,40,1,0,1,7,0,,,,,,,,f,flexible,f,f,
1428,32,none,N/A,N/A,f,1,t,51.5538446,-0.154491219,Apartment,Private room,2,1,1,1,Real Bed,,10,1,0,1,1125,1,100,8,8,4,10,10,10,f,flexible,f,f,0.03
1429,110,none,within a few hours,0.98,f,30,t,51.48778595,-0.205147844,Apartment,Entire home/apt,6,2,2,4,Real Bed,200,50,4,5,1,1124,18,66,7,7,7,8,8,7,t,strict_14_with_grace_period,f,f,1.29
1430,60,none,within a few hours,0.8,f,1,f,51.54329237,-0.023778287,Apartment,Entire home/apt,2,1,0,1,Real Bed,500,45,1,0,2,31,10,94,10,10,10,10,10,10,t,flexible,f,f,2.75
1431,45,none,within a day,0.71,f,1,t,51.45241788,-0.128919239,Apartment,Private room,2,1,1,1,Real Bed,150,15,1,10,2,30,23,98,9,9,10,10,9,10,f,moderate,f,f,0.47
1432,250,none,N/A,N/A,f,1,t,51.49075907,-0.13801496,Apartment,Entire home/apt,5,2.5,3,3,Real Bed,,,1,0,6,10,0,,,,,,,,f,flexible,f,f,
1433,150,none,N/A,N/A,f,1,f,51.54458827,-0.233211986,Apartment,Entire home/apt,4,1,2,2,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1434,35,none,N/A,N/A,f,1,t,51.5613673,-0.046632854,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,2,21,0,,,,,,,,f,flexible,f,f,
1435,84,none,N/A,N/A,f,1,f,51.54932505,-0.119860528,Apartment,Entire home/apt,4,1,1,1,Real Bed,,,1,0,2,10,2,90,10,9,10,10,9,10,f,moderate,f,f,0.09
1436,110,none,N/A,N/A,f,1,t,51.54603877,-0.143711594,Apartment,Entire home/apt,4,2,2,2,Real Bed,85,80,2,15,3,1125,6,93,10,8,9,9,10,9,f,strict_14_with_grace_period,f,f,0.22
1437,150,none,within an hour,1,t,1,f,51.53890007,-0.141520608,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,64,2,15,2,1125,25,100,10,10,9,10,10,10,f,strict_14_with_grace_period,f,f,1.41
1438,69,none,a few days or more,0.47,f,3,f,51.5136094,-0.061548339,Apartment,Entire home/apt,2,1,0,1,Real Bed,,,1,0,1,30,12,78,9,9,10,9,9,9,t,strict_14_with_grace_period,f,f,4.14
1439,139,none,within an hour,1,f,2,f,51.50234041,-0.075382313,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,25,1,0,2,8,5,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1.17
1440,160,none,within an hour,1,t,1,f,51.52997763,-0.067441182,House,Entire home/apt,5,1,2,3,Real Bed,85,108,4,15,2,1125,20,97,9,9,10,10,10,9,f,moderate,f,f,3.21
1441,58,none,N/A,N/A,f,1,t,51.5133044,0.010446047,Apartment,Shared room,1,1,1,1,Real Bed,,,1,0,1,1125,1,,,,,,,,t,flexible,f,f,0.1
1442,121,none,N/A,N/A,f,1,t,51.49203128,-0.176490202,Apartment,Entire home/apt,4,1,1,1,Real Bed,,30,2,19,2,1125,2,100,8,10,10,10,10,10,t,flexible,f,f,0.07
1443,325,none,within an hour,1,f,40,t,51.49059535,-0.16522344,Apartment,Entire home/apt,5,2.5,2,2,Real Bed,500,,1,0,3,1124,24,92,9,9,9,10,10,9,t,strict_14_with_grace_period,f,f,0.57
1444,50,none,within an hour,1,t,1,f,51.51824783,-0.163227911,Apartment,Private room,2,1,1,1,Real Bed,0,20,1,15,2,5,42,94,10,9,10,10,10,10,f,moderate,f,f,1.25
1445,130,none,within a day,0.67,f,1,t,51.47278312,-0.182244793,Condominium,Entire home/apt,4,1,2,2,Real Bed,300,50,4,0,3,1125,35,90,9,9,10,9,9,9,f,flexible,f,f,0.94
1446,116,family,within an hour,1,f,7,t,51.55052961,0.011953152,House,Entire home/apt,9,1,3,5,Real Bed,200,35,8,20,2,1125,75,89,9,9,10,9,9,9,t,moderate,f,f,1.52
1447,50,none,N/A,N/A,f,1,f,51.46541936,-0.04110381,House,Private room,1,1,1,1,Real Bed,,,1,0,2,2,1,100,10,10,10,10,8,8,f,flexible,f,f,0.2
1448,34,none,within an hour,1,f,1,f,51.56378236,-0.09430157,House,Private room,2,1,1,1,Real Bed,,10,1,0,2,1125,0,,,,,,,,t,flexible,f,f,
1449,40,none,N/A,N/A,f,1,t,51.4712176,-0.047805142,Apartment,Entire home/apt,2,1,1,1,Real Bed,,15,1,0,3,365,21,88,9,8,9,9,8,8,f,flexible,f,f,0.26
1450,30,none,N/A,N/A,f,1,f,51.54745194,-0.224641005,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,60,90,0,,,,,,,,f,flexible,f,f,
1451,85,none,within a few hours,0.94,f,1,f,51.47120887,-0.026767559,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,1,5,14,98,10,9,10,10,9,10,f,strict_14_with_grace_period,f,f,2.15
1452,55,none,N/A,N/A,f,1,f,51.50845066,0.019094403,Apartment,Private room,2,1,1,1,Real Bed,100,15,1,50,1,3,1,,,,,,,,f,flexible,f,f,0.07
1453,55,none,N/A,N/A,f,1,t,51.52603075,-0.107967609,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,14,18,0,,,,,,,,f,flexible,f,f,
1454,85,none,N/A,N/A,f,1,f,51.54044315,-0.118576652,Hostel,Entire home/apt,2,1,0,1,Real Bed,,,1,0,15,21,0,,,,,,,,t,flexible,f,f,
1455,70,none,N/A,N/A,f,1,f,51.53836706,-0.132857163,Apartment,Entire home/apt,4,1,1,2,Real Bed,200,61,1,0,2,1125,11,89,9,10,10,8,9,9,f,strict_14_with_grace_period,f,f,0.77
1456,80,none,N/A,N/A,f,1,f,51.51661829,-0.221817077,House,Private room,2,2,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1457,149,none,within an hour,1,t,3,t,51.4827433,-0.183389149,Boutique hotel,Private room,3,1,1,2,Real Bed,0,0,2,20,3,89,87,96,10,10,10,10,10,10,t,moderate,f,f,1.76
1458,30,none,within an hour,1,f,1,f,51.4984181,-0.03853317,House,Private room,1,1.5,1,0,Real Bed,,,1,0,2,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,1
1459,33,none,within an hour,1,t,20,t,51.52111753,-0.097291371,Apartment,Private room,2,1,1,1,Real Bed,0,25,1,10,65,375,2,100,10,10,10,10,9,8,t,strict_14_with_grace_period,f,f,0.61
1460,90,none,within an hour,1,f,16,f,51.50402438,-0.216954536,Apartment,Entire home/apt,4,1,2,0,Real Bed,100,99,1,0,1,1125,5,84,8,7,8,8,8,8,t,strict_14_with_grace_period,f,f,0.5
1461,90,none,within a day,0.5,f,2,t,51.52309326,-0.158300198,Apartment,Entire home/apt,5,1,2,2,Real Bed,,60,1,0,120,1125,13,92,9,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.32
1462,36,none,N/A,N/A,f,1,t,51.55606218,-0.087584129,House,Private room,2,1,1,1,Real Bed,,,1,0,3,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1463,28,none,N/A,N/A,f,1,f,51.45533557,-0.113152499,Apartment,Private room,2,1,1,1,Real Bed,0,7,1,4,4,8,1,80,10,8,8,10,10,8,t,flexible,f,f,0.29
1464,160,none,N/A,N/A,f,1,f,51.52189532,-0.07358903,Apartment,Entire home/apt,4,2,2,2,Real Bed,500,,1,0,2,2,1,,,,,,,,f,moderate,f,f,0.03
1465,32,none,within an hour,1,f,1,t,51.53846131,-0.008528175,Apartment,Private room,2,1,1,1,Real Bed,0,15,1,12,2,1125,13,94,10,10,10,10,10,10,t,moderate,f,f,1.47
1466,45,none,within a day,1,f,1,t,51.45824226,-0.1087698,Apartment,Private room,2,1.5,1,1,Real Bed,0,0,1,10,1,1125,8,97,10,10,10,10,10,10,f,moderate,f,f,0.22
1467,95,none,within an hour,1,f,78,t,51.48628276,-0.170396707,Apartment,Entire home/apt,4,1,1,2,Real Bed,300,75,2,20,5,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.45
1468,58,none,N/A,N/A,f,1,f,51.46578012,-0.048939547,Apartment,Entire home/apt,2,1,2,2,Real Bed,0,0,2,30,1,1125,29,95,10,9,10,10,10,10,t,moderate,f,f,4.42
1469,200,none,within a few hours,1,f,36,f,51.49344133,-0.189093975,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,6,2,10,5,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1470,175,none,N/A,N/A,f,1,f,51.48874009,-0.17885918,Apartment,Entire home/apt,3,1,1,1,Real Bed,,25,1,0,5,1125,3,93,9,9,9,10,9,9,t,strict_14_with_grace_period,f,f,0.82
1471,65,none,within an hour,0.9,t,2,t,51.56017944,-0.213749205,Apartment,Entire home/apt,4,1,1,2,Real Bed,500,45,2,20,5,25,3,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.18
1472,100,none,within an hour,1,f,1,t,51.5282082,-0.06680287,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,35,1,0,3,1125,115,95,10,9,10,10,9,9,f,strict_14_with_grace_period,f,f,2.73
1473,85,none,within an hour,1,f,1,f,51.49014052,-0.038306379,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,350,65,2,10,2,1125,2,80,9,7,10,10,9,9,f,strict_14_with_grace_period,f,f,0.61
1474,40,none,N/A,N/A,f,1,f,51.47783338,-0.023367937,Other,Private room,2,1.5,1,1,Pull-out Sofa,,,1,0,1,1125,3,80,8,8,10,9,7,8,f,flexible,f,f,0.1
1475,100,none,N/A,N/A,f,1,t,51.53670915,-0.177271841,Apartment,Entire home/apt,2,1,1,1,Real Bed,,30,1,20,1,6,0,,,,,,,,f,flexible,f,f,
1476,70,none,a few days or more,0.48,f,2,f,51.51360363,-0.205631281,Apartment,Private room,2,1,1,1,Real Bed,200,25,1,0,1,10,3,100,10,10,10,10,10,10,f,moderate,f,f,0.31
1477,65,none,N/A,N/A,f,1,f,51.539118,-0.02284243,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1478,65,none,within an hour,1,t,2,t,51.50093512,-0.217761154,Bed and breakfast,Private room,1,2,1,0,Real Bed,100,15,1,25,2,5,37,99,10,10,10,10,10,10,t,moderate,f,f,0.74
1479,87,none,a few days or more,0,f,1,f,51.54758015,-0.165040218,Apartment,Entire home/apt,3,1,1,2,Real Bed,,20,2,10,4,40,47,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.39
1480,110,none,N/A,N/A,f,1,f,51.48800852,-0.144177135,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,2,1125,0,,,,,,,,f,flexible,f,f,
1481,100,none,within an hour,1,f,213,t,51.50126968,-0.227324638,Apartment,Entire home/apt,3,1,1,1,Real Bed,250,50,2,20,2,1125,19,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.87
1482,160,none,within an hour,1,t,1,t,51.50055048,-0.084868564,Apartment,Entire home/apt,4,2,2,2,Real Bed,300,40,1,0,2,1125,47,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.11
1483,110,family,N/A,N/A,f,1,t,51.46974483,-0.178001461,Serviced apartment,Entire home/apt,4,1,2,3,Real Bed,400,80,4,50,2,7,2,80,8,5,9,9,7,8,f,strict_14_with_grace_period,f,f,0.09
1484,39,none,within an hour,1,t,2,t,51.46627147,-0.075324244,Townhouse,Private room,2,1,1,1,Real Bed,150,10,1,10,1,21,113,98,10,10,10,10,9,10,f,strict_14_with_grace_period,f,f,3.54
1485,44,none,within an hour,1,f,1,f,51.51746633,-0.074965127,Apartment,Private room,2,1,1,2,Real Bed,0,30,1,0,1,30,12,94,10,9,10,10,10,9,t,flexible,f,f,1.28
1486,72,none,within an hour,1,f,5,f,51.51761974,-0.110920498,Apartment,Entire home/apt,2,1,1,2,Real Bed,300,34,1,5,1,21,47,95,9,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1.92
1487,109,romantic,within a day,0.8,f,2,t,51.52849649,-0.212265645,Apartment,Private room,2,1,1,1,Real Bed,110,30,1,10,2,20,0,,,,,,,,f,moderate,f,f,
1488,39,none,N/A,N/A,f,1,f,51.54884264,-0.18189771,Apartment,Private room,2,1,1,1,Real Bed,0,10,1,16,1,1125,2,100,10,8,10,10,10,10,f,strict_14_with_grace_period,f,f,0.12
1489,180,none,within an hour,1,f,3,f,51.48611146,0.022637173,House,Entire home/apt,5,2.5,3,3,Real Bed,,70,1,0,3,16,6,97,10,10,10,10,10,10,t,moderate,f,f,2.37
1490,50,none,N/A,N/A,t,2,t,51.53700629,-0.079063895,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,15,9,100,10,10,10,10,10,10,f,flexible,f,f,0.73
1491,81,none,a few days or more,0,f,1,f,51.48791793,-0.038618597,Apartment,Entire home/apt,2,1,2,2,Real Bed,1000,55,1,35,5,25,0,,,,,,,,f,flexible,f,f,
1492,150,none,N/A,N/A,f,1,f,51.53435673,-0.06995142,Apartment,Entire home/apt,4,2,2,2,Real Bed,,,1,0,1,1125,0,,,,,,,,t,flexible,f,f,
1493,99,none,within an hour,0.99,f,17,f,51.5234156,-0.195242765,Apartment,Entire home/apt,6,1,2,3,Real Bed,0,35,1,0,3,45,6,93,9,9,10,9,9,9,t,strict_14_with_grace_period,f,f,3
1494,65,none,a few days or more,0,f,3,f,51.53040088,-0.221655194,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,5,14,0,,,,,,,,f,flexible,f,f,
1495,160,none,within an hour,1,f,11,t,51.49181637,-0.167765941,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,,30,4,0,2,1125,5,92,9,10,10,10,10,9,t,strict_14_with_grace_period,f,f,2
1496,70,none,within an hour,1,f,2,f,51.52334525,-0.201549038,Apartment,Entire home/apt,2,1,0,1,Real Bed,160,0,1,0,1,3,3,73,7,9,9,8,7,6,t,strict_14_with_grace_period,f,f,2.81
1497,75,business,within an hour,1,f,6,t,51.53984028,-0.097069975,Apartment,Private room,1,1,1,1,Real Bed,250,56,2,10,30,1125,36,90,9,9,9,9,10,9,f,strict_14_with_grace_period,f,f,0.68
1498,28,none,within a few hours,0.89,f,16,f,51.52788672,-0.015833853,Apartment,Private room,2,1,1,1,Real Bed,0,15,1,9,2,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1499,60,none,within a few hours,0.75,f,1,t,51.50476689,-0.245219152,Apartment,Entire home/apt,4,1,2,2,Real Bed,100,30,2,5,7,25,5,96,10,9,10,10,9,10,f,strict_14_with_grace_period,f,f,0.75
1500,120,none,within an hour,1,f,6,f,51.51581061,-0.160248897,Apartment,Entire home/apt,4,1,0,1,Real Bed,100,30,1,0,1,1125,2,80,7,7,9,9,9,8,t,flexible,f,f,0.95
1501,65,none,within an hour,1,f,19,f,51.54267762,-0.146005841,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,65,1,0,2,1125,3,93,9,9,10,10,10,9,f,moderate,f,f,2.57
1502,49,none,within an hour,1,t,2,t,51.50247984,0.025521478,House,Private room,2,1,1,1,Real Bed,,,1,10,2,1125,95,97,10,10,10,10,10,10,f,flexible,f,f,1.2
1503,35,none,within an hour,1,f,9,f,51.52168693,-0.052363538,Apartment,Private room,1,2,1,1,Real Bed,100,5,1,0,1,1125,43,87,9,9,9,9,9,9,t,moderate,f,f,2.73
1504,180,none,within an hour,1,f,4,f,51.52333869,-0.084437369,Apartment,Entire home/apt,6,1,3,3,Real Bed,300,120,1,0,3,1125,29,97,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,1.47
1505,58,none,within an hour,1,f,11,f,51.51888933,-0.119727556,Apartment,Private room,2,1,1,1,Real Bed,0,20,1,0,1,1125,27,83,9,9,10,9,10,9,t,strict_14_with_grace_period,f,f,6.92
1506,85,none,N/A,N/A,f,1,t,51.5526678,-0.106474424,Apartment,Entire home/apt,4,2,2,2,Real Bed,200,50,1,0,3,60,49,89,9,8,9,9,9,9,f,moderate,f,f,0.98
1507,100,none,within an hour,1,f,1,t,51.49170245,-0.08601245,Apartment,Entire home/apt,4,1,1,1,Real Bed,400,50,2,15,2,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,1
1508,85,none,within a few hours,1,f,1,f,51.5575927,-0.068224513,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,,20,1,0,2,1125,13,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.56
1509,30,none,N/A,N/A,f,1,f,51.48742284,0.018741093,House,Private room,2,1,1,1,Real Bed,,10,1,0,3,30,3,87,9,9,9,8,7,9,f,flexible,f,f,0.07
1510,150,none,within a day,0.88,f,25,t,51.51097339,-0.149327368,Apartment,Entire home/apt,2,1,1,1,Real Bed,,80,1,0,7,1125,1,100,8,10,8,4,10,10,f,strict_14_with_grace_period,f,f,0.05
1511,100,romantic,within an hour,1,t,1,t,51.53060005,-0.217466952,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,36,2,0,2,40,91,96,10,10,10,10,9,9,t,moderate,f,f,1.14
1512,72,none,N/A,N/A,f,1,f,51.5170189,-0.020558033,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,14,30,0,,,,,,,,f,flexible,f,f,
1513,128,none,within a few hours,0.89,f,52,t,51.49159039,-0.005632248,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,30,1,0,91,1125,0,,,,,,,,f,flexible,f,f,
1514,89,none,N/A,N/A,f,1,f,51.51834774,-0.171360767,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,70,1,10,1,1125,2,,,,,,,,f,strict_14_with_grace_period,f,f,0.04
1515,95,none,within an hour,1,f,3,t,51.55368861,-0.036604686,Apartment,Private room,3,1,1,2,Real Bed,0,5,2,25,2,14,18,93,10,9,10,10,10,10,t,flexible,f,f,1.07
1516,75,none,within an hour,0.63,f,3,t,51.49176649,-0.121237632,Apartment,Entire home/apt,3,2,2,1,Real Bed,200,40,1,10,2,1125,9,93,9,9,10,9,10,10,f,flexible,f,f,0.5
1517,45,none,within an hour,1,f,1,f,51.44776212,-0.207511895,House,Private room,1,1,1,1,Real Bed,,,1,0,1,1125,20,94,10,9,10,10,10,10,t,flexible,f,f,0.98
1518,120,none,N/A,N/A,f,1,f,51.49456934,-0.179585571,Apartment,Entire home/apt,3,2,1,1,Real Bed,,,1,0,3,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1519,150,romantic,within a day,1,f,1,f,51.50683017,-0.199025282,Apartment,Entire home/apt,2,1,0,1,Real Bed,,25,1,0,6,120,21,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.35
1520,220,none,a few days or more,0.25,f,1,t,51.55207719,-0.056596301,House,Entire home/apt,7,1.5,4,7,Real Bed,0,60,7,40,4,28,5,80,10,8,10,10,8,10,f,flexible,f,f,0.09
1521,32,none,N/A,N/A,f,1,f,51.56063943,-0.217378735,House,Private room,2,2,1,1,Real Bed,100,10,1,7,2,14,4,100,10,10,10,10,10,10,f,moderate,f,f,0.13
1522,100,none,N/A,N/A,f,1,f,51.52397735,-0.065947151,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,20,1,0,3,1125,2,70,8,8,10,10,8,6,t,flexible,f,f,0.14
1523,26,none,N/A,N/A,f,1,f,51.45719142,-0.107509575,House,Private room,2,1,1,1,Real Bed,150,,1,0,3,14,1,100,10,10,10,10,10,10,f,flexible,f,f,0.03
1524,85,none,within a day,0.86,f,2,f,51.4873891,-0.141220266,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,30,2,15,1,1125,41,94,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,1.21
1525,70,none,within an hour,0.97,f,5,f,51.53997444,-0.143063398,Apartment,Private room,4,1,1,4,Real Bed,75,,1,0,1,1125,281,85,9,9,9,9,10,9,t,flexible,f,f,5.51
1526,35,none,within an hour,1,f,3,t,51.48237018,-0.118901147,House,Private room,2,1.5,1,1,Real Bed,,,1,0,1,1125,6,100,10,10,10,10,10,10,t,flexible,f,f,6
1527,65,none,within a day,1,f,1,t,51.53834376,-0.060257398,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,10,1,0,2,7,6,90,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.58
1528,32,none,within an hour,1,f,4,t,51.48841687,-0.093446233,House,Private room,1,1,1,1,Real Bed,0,14,1,0,2,1125,16,89,9,9,10,10,9,9,t,strict_14_with_grace_period,f,f,0.85
1529,30,none,N/A,N/A,f,1,f,51.55166037,-0.040756031,House,Private room,2,1.5,1,1,Real Bed,,,1,15,4,1125,6,90,10,10,10,10,9,9,f,strict_14_with_grace_period,f,f,0.14
1530,195,none,within an hour,0.97,f,9,f,51.50647606,0.020657036,Serviced apartment,Entire home/apt,5,2,2,3,Real Bed,150,65,4,35,2,1120,1,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1
1531,65,none,within an hour,1,f,1,f,51.48935768,-0.205336185,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,64,2,15,2,1125,20,82,9,7,10,10,9,9,t,moderate,f,f,1.75
1532,90,none,within an hour,0.97,f,49,f,51.51744787,-0.17189963,Apartment,Entire home/apt,2,1.5,0,1,Real Bed,300,50,1,0,3,1125,1,80,10,8,10,10,10,10,t,strict_14_with_grace_period,f,f,1
1533,149,none,N/A,N/A,f,1,t,51.51875649,-0.255604531,Apartment,Entire home/apt,6,1,3,3,Real Bed,200,,1,0,3,21,33,85,9,7,10,10,9,8,f,strict_14_with_grace_period,f,f,0.74
1534,89,none,N/A,N/A,f,1,f,51.52227356,-0.019956483,Apartment,Entire home/apt,2,2,2,1,Real Bed,500,,2,0,6,6,0,,,,,,,,f,flexible,f,f,
1535,30,none,N/A,N/A,f,1,f,51.48332062,0.015232567,Townhouse,Private room,2,1,1,1,Real Bed,,5,1,0,1,7,6,97,10,10,10,10,10,10,f,flexible,f,f,0.19
1536,25,none,N/A,N/A,f,2,f,51.45800903,-0.197939976,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,1,1125,1,80,8,8,10,10,8,10,f,flexible,f,f,0.02
